contribution_date,new_date,id,energy_source,clean_cooking,title,mapper,contributor,purp_prob_sol_description),solution_link,sol_open_source,sol_Intellectual_Property,sol_replication_training,total_sol_unit_cost,prototype,product,product_availability,product_advance_order,solution_trl,solution_diffused,end-user_feedback,efficiency_benchmarks,bottlenecks,sdg_tag_1,sdg_tag_2,sdg_tag_3,sdg_tag_4,sdg_tag_5,thematic_tag_1,thematic_tag_2,thematic_tag_3,thematic_tag_4,thematic_tag_5,Latitude ,Longitude ,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,country,regional_bureau,trl_level,sol_type
Tue May 31 2022 08:32:27 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 08:32:27,4939,Thermal,,Bio-Mass Gasifier System,Honey Bee Network (India),Contributor 316,"There are lots of villages in the world that are still not electrified or are receiving power erratically. Given the limited global supply of fossil fuels, the search for renewable energy has been on the top of the sustainability agenda. Biomass gasification, a century-old technology, is viewed today as an alternative to conventional fuel. In the gasification process, wood, charcoal, and other biomass materials are gasified to produce so-called producer gas for power or electricity generation. Mr. Rai Singh Dahiya observed that the users of biomass gas (producer gas) as a fuel generally complain about choking in the engine after running for a certain period. He solved this problem. The innovator has changed the conventional design of gasifiers, especially the filters and cooling units to get clean gas and ensure smooth operation of the engine at low operational cost. It is a downdraft type bio- mass gasifier, a compact and efficient system for converting BioMass into producer gas which is used as a fuel in running Diesel Engine by making little modification to the engine. The Biomass is burnt in a furnace packed from all the sides and has one outlet to pass the gases to another chamber where these gases are cooled and then passed through the filter for filtration. This filtered gas is then fed to the engine, as a substitute for diesel or like other fuel, for its running. 1. Compact, mobile, and a soundproof unit 2. Extremely clean gas generated from the gasifier, making downstream cleaning systems simple. 3. It converts the agricultural waste into the generation of the electrical power 4. No need for continuous flow of water, easy to operate, no extra training or skill is required 5. Reliable & rugged system, stand-alone mobile system, can be used anywhere where we need power. 6. All types of wood waste and fuelwood Stalks of cotton, pulses, coconut shells, coconut palm stalks, Maize cobs, Rice husk, Branches & twinges, briquettes of various agricultural residues, Certain Industrial wastes of paper mills, plywood industry, etc can be used as a fuel. 7. The fuel consumption is reported to be 1 kg/kVA, claimed to be almost 30-35 percent lesser than conventional gasifiers, and depending upon the feedstock it produces ash and charcoal (7-10%) as a by-product.",,,x,,,,x,x,,8,,,"1. Capacity-5kw to 50 kW, 2. Three Phase, P.F. 0.8, 3. Water-cooled led, Two Cylinder, four-cylinder, six-cylinder and eight-cylinder 4. Self Start, Alternator with complete standard accessories (without Battery).",,6.0,7.0,,,,biogas,energy,water management,,,29.5760254,74.3342203,file: img-250,,,,,,,,,India,rb_asia_pacific,8.0,product
Tue May 31 2022 08:59:36 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 08:59:36,4940,Hydro,,Hydro Power Generation through Slow flow Sewage Water,Honey Bee Network (India),Contributor 317,"There is a worldwide search on for solutions that harness alternate energy sources to generate energy. Balakrishna has developed a system that generates energy from slow moving sewage or any other source of flowing water when it is passed through a cylindrical drum. The helical blades inside the cylindrical drum provide the spam for rotation in generating power. The capacity of the existing pilot unit is 30 KVA as claimed by the innovator. This technology can have a tremendous impact on the generation of power from low velocity, high volume discharge of effluents from industries and civil sewage processing plants in cities and industrial estate. NIF has facilitated the preliminary assessment of the technology by interested agencies and entrepreneurs, from India and abroad.",,,x,,,,,,,6,,,,,6.0,7.0,9.0,11.0,,affordable energy,electricity,waste water management,water,zero waste,14.66667,75.83333,file: img-425,,,,,,,,,India,rb_asia_pacific,6.0,
Tue May 31 2022 09:29:30 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 09:29:30,4941,Wind,,Low Speed Windmill Operated Power Generator,Honey Bee Network (India),Contributor 318,"The wind operated power generator has two main mechanisms: the flexible stator-rotor system, which delivers power as per varying wind speeds and the governor system. These features of this generator have made it capable of delivering constant output and the capacity to work on low cutting speed, as against other similar devices1 .The AC power generator runs on the principle of mutual inductance. Any prime mover, such as wind power or hydraulic turbine or any source, from which rotary motion is available, can drive it.The highlight of this innovation is the ability to use centrifugal force, generated in the main power shaft with the use of governor, to vary the gap between stator and rotor elements. This allows very low cutting (wind) speeds to start the generator by increasing the air gap at start up. The governor facilitates reduction of this gap at higher speeds. Since the generator output is available from the stator, which is fixed, this does not require brush or slip ring.The shaft rotates and the centrifugal action helps in varying the gap between stator and rotor elements. When the rotor shaft gains momentum and the speed is increased, the centrifugal weights of the governor fly outwards actuating two levers and bring both the pairs of stator and rotor together with minimum air gap.Using commonly available materials, the innovator has built first functional prototype for Rs 7000 and more work is underway to test and standardize the product.Nirma Institute of Technology, Ahmedabad has also tested this machine. It has been submitted by NIF and GIAN West to TePP as a project proposal for funding and development.This product once fully developed will aid introduction of wind operated energy devices in areas with low wind speeds and will provide a green sustainable energy generation solution. Considering the compact size of the generator and wind blades, it could be fitted on terraces and building in urban areas as well as fields in rural regions.The patent has been filed in USA with the pro bono help of KLNG through SRISTI. 1 Following patents have been found to have some commonality with this innovation of windmill operated variable speed generator, viz. variable speed wind power system with improved energy capture via multi-level conversion. (Patent No. US452570) and variable speed wind turbine with reduced fluctuation and a static VAR mode of operation. (Patent No. US799416). In both the cases the mechanism used to control the output of the generator is totally different from that in the present innovation. Similarly, patent US6900998 describes a variable speed power system with improved energy capture via multilevel conversion, which includes a matrix converter using full-bridge, multilevel switch cells, in which semiconductor devices are clamped to a known constant DC voltage of a capacitor. Another system, which is described in http://www.automation.siemens.com/ld/windkraft/ is based on dual-feed slip ring generators, which is widely used.",,,x,,,,x,,,8,,,,,7.0,,,,,affordable energy,renewable energy,wind energy,,,22.0685829,71.0296453,file: img-495,,,,,,,,,India,rb_asia_pacific,8.0,product
Tue May 31 2022 09:51:22 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 09:51:22,4942,Solar,,Solar Operated Paddy Reaper and Weed Cutter,Honey Bee Network (India),Contributor 319,Purpose The problem faced by the innovator is thecost of cutting. Thus he prepared a solar operated cutter to solve the issue. This cutter uses solar energy that is freely available. And thus made an economically profitable solution. Technical details The innovator has prepared a paddy reaper which can be run by solar energy as it has a provision of using a solar panel and storage of electricity in a cell-attached with that. Benefits It can be used for the cutting of paddy and other weeds also. It can save time and labor. It is economic too.,,x,,,,,x,,,6,,,,,7.0,,,,,reneweable energy,agriculture,solar energy,,,20.75,85.5,,,,,,,,,,India,rb_asia_pacific,6.0,product
Tue May 31 2022 10:17:12 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 10:17:12,4945,Household application,x,Paddy Husk Stove,Honey Bee Network (India),Contributor 320,"The innovator observed that in his region the paddy husk used to be considered useless and huge amounts of paddy husk is discarded as agricultural waste since paddy husk is available in plenty but was not used effectively as fuel in the conventional wood stoves. He modified the old stove developed for wood dust so as to use paddy husk as fuel. Technical details It consists of a frustum made up of an MS sheet with a thickness of 22 gauge. It has a number of small holes of 6 mm diameter (in zigzag pattern) on the lower side. Holes are provided for getting oxygen for complete combustion of fuel.The major and minor diameter of the frustum is 20 cm and 10 cm respectively. The height of the frustum is 10 cm. A narrow gap is provided at the contact point of the cylinder and outer frustum for the easy passing of fuel for combustion. A perforated circular plate of 12.5 cm diameter with tripod-like supportive legs is attached to the device and it acts as a base to hold paddy. Paddy husk (around one kg) is spread completely between the outer frustum and cylinder. A fire is ignited with the help of some kerosene oil to the fuel through the inner frustum. In a few minutes, a good smokeless flame of fire is obtained. Benefits It is a portable stove of specific design for using paddy husk as an effective fuel.",,,,,,,x,,,,,,,,7.0,,,,,agriculture,bio-waste,energy,water management,,25.75,85.75,file: img-582,,,,,,,,,India,rb_asia_pacific,,product
Tue May 31 2022 11:17:48 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 11:17:48,4947,Household application,x,A Stove in which Polythene can be used as Fuel,Honey Bee Network (India),Contributor 321,"Innovator has observed that there is lots of polythene waste in our surrounding area and it is polluted the environment. Keep in mind all things, He decided to modify the stove in polythene waste can be used as a fuel. Purpose The innovator designed a stove in which heat is produced by burning the polythene waste and dry powder. Technical details In this innovation, the small cylindrical bowl is placed inside the mainframe of the stove where dry powdered fuel is mixed with the liquid obtaining after the burning of polythene. The inside structure consists of two net breakers and the lower side has two holes in the opposite direction. Plastic pieces are placed on the first breaker and burn it. After burning it liquifies and reaches the second breaker where it mixes with a dry powder to form a paste.It is maintaining the heat for cooking the foods. If heat is required to control, a pipe can be connected to the hole made on the lower side and the pipe can be partially closed and opened for this purpose. Benefits This stove emits less carbon, the raw material is cheap and easily available, it can be assembled or disassembled and it is used for efficient cooking food in less time.",,x,,,,,x,x,,6,,,,,7.0,,,,,affordable energy,clean cooking,clean energy,plastic and pollution,,26.0376878,83.4979342,file: img-326,,,,,,,,,India,rb_asia_pacific,6.0,product
Tue May 31 2022 11:23:03 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 11:23:03,4948,Household application,x,Salan Mini Biomass Stove,Honey Bee Network (India),Contributor 322,"The Innovator faced problems with the traditional biomass stove he designed the mini biomass stove for personal use.  This pentagonal shape stove is about 8 inches in height. Made up of GI plain sheet. It consists a perforated inner jar having a diameter of about 15 cm which acts combustion chamber. One split metal sheet designed in a similar manner with the body of the stove is mounted on the stove; its upper portion is cut to form seven blunt teeth on which containers to be heated are placed. Splints of firewood and bamboo can be used as fuel. Feeding of fuel is done directly by inserting vertically into the combustion chamber. Operation is continuous by feeding fuel manually as when required. To achieve continuous combustion air is supplied from a DC fan (12V, 0.15 A). It is attached at the lower base sideways from the chamber of the stove. The power source of fans is supplied from a 12 V, 7.2 Ah battery.Controlled and maximum heat is achieved within 2 minutes from the time of ignition that can be utilized for cooking purposes. Benefits Manual feeding of fuel is possible without interruption of operation. Splinters of wood and bamboo can be used as fuel which is not possible in a traditional biomass stove. Lightweight and portable. Low cost",,,,,,,,,,,,,,,7.0,,,,,affordable energy,biogas,stove,waste management,,28.5925105,77.2207171,file: img-226,,,,,,,,,India,rb_asia_pacific,,
Thu Jun 02 2022 06:43:37 GMT+0000 (Coordinated Universal Time),Thu Jun 02 2022 06:43:37,4959,Hydro,,Power generation through sewage/slow moving water,Honey Bee Network (India),Contributor 323,"There is a worldwide search for solutions that harness alternate energy sources to generate energy. The Innovator has developed a system that generates energy from slow-moving sewage or any other source of flowing water when it is passed through a cylindrical drum. The helical blades inside the cylindrical drum provide the spam for rotation in generating power. The capacity of the existing pilot unit is 30 KVA as claimed by the innovator. This technology can have a tremendous impact on the generation of power from low velocity, high volume discharge of effluents from industries and civil sewage processing plants in cities and industrial estates. NIF has facilitated the preliminary assessment of the technology by interested agencies and entrepreneurs, from India and abroad.",,,,,,,x,,,,,,,,7.0,,,,,alternative energy,sustainable energy,water,water management,,12.9767936,77.590082,,,,,,,,,,India,rb_asia_pacific,,product
Thu Jun 02 2022 08:45:32 GMT+0000 (Coordinated Universal Time),Thu Jun 02 2022 08:45:32,4961,Hydro,,Zero Head Hydro Turbine,Honey Bee Network (India),Contributor 324,"This idea first occurred to him 11 years ago when he tried to bring electricity to his own house. He worked on the basis that the conventional turbines have just 50% efficiency because of the uselessness of the upper blades, which have no mechanical output as it is a half-immersion version. Therefore he tried a full immersion turbine in which the blades were of half the area. But the mechanical output was found to be approximate twice the first version. Then he utilized this turbine in his generator cum pump driven by the river Kulashi with full submersion. At first, he made the turbine with a bamboo frame and later he strengthened it with an iron one. He also increased the number of blades from eight to twelve. Kalita acknowledges that at first, his family was not very interested in the idea, but later on, encouraged him. He is proud to note that his neighbors also benefited from his innovation. He confides that making this turbine successfully has been a satisfying experience. Furthermore, the connection with his innovative side has motivated him to pursue further ideas and he mentions that he is considering the development of an energy-related device. Remembering with gratitude the assistance offered by Mr. Diganta Kalita - who introduced him to GIAN- NE - he calls him his best friend in his journey of innovation. Kalita has designed two variants of turbine and pump models. Initially, he had developed a water turbine using bamboo for harnessing the flow energy from the river to pump water to his land way back in 1998-99. And later with assistance from GIAN-NE, a voluntary organization working in the field of development of grass-root innovations, he developed another version of the same turbine. First model The first model had a spiral offset arrangement of blades. In this, the blade axis is perpendicular to the flow direction. The offset arrangement of blades provides constant thrust to the system. In conventional water wheels, thrust is available only once when the blade is perpendicular to the flow direction. In the present arrangement, it is similar to the multi-cylinder crank arrangement in which the turbine will get thrust constantly from blades. The offset arrangement also provides sufficient clearance between blades so that floating debris will not clog the blades. Since the path of the water takes a spiral shape from the entrance to the exit, the arrangement of blades acts as a screw conveyor. This facilitates the debris to pass on from the entrance to the exit, which facilitates the smooth running of the turbine. The arrangement of the baffle-operated pump, which acts as a submersible pump facilitates the lifting of water. The cost of the complete system is only about Rs.3, 000 including labor costs which are quite affordable by small farmers. Second model The second one is an improved model in comparison with his first innovation. In this, blades are arranged spirally and the axis of the turbine is parallel to the flow direction. This arrangement is superior in construction and operation. The spiral twist of the blades in addition to tapping energy from the water provides vortex motion to the water at the exit. This feature is found to be novel as the kinetic energy of the water absorbed by the blades is regained by water due to vortex motion. (By creating a vortex in the direction of the flow, resistance will decrease i.e. water velocity will increase). In most of the existing turbines, turbulence created by the wheel rotation affects the velocity considerably. This parameter is of importance when considering the performance of downstream turbines. Working principle The turbine is completely submerged below the flow of water (river). The linear kinetic energy of the water is used for giving rotation movement to the turbine. The water passing through the turbine forces the turbine to rotate at low speed but with high torque. When the linear kinetic velocity of the water is two-meter per minute the turbine starts to rotate with a speed of 20 r.p.m. A compound gear mechanism is used to convert the rotational speed of the turbine (20 r.p.m) to a considerable requirement. An armature coil (generator) is used to extract electrical energy. A submersible pump is also coupled to the turbine set for irrigation purposes. The rotational speed of the turbine is given with the help of the driven gear and a flat belt. The turbine is made up of steel foils with a rim where the blades are welded. A-frame is made to hold the turbine in running condition when the turbine is submerged in the water. A compound gear mechanism is used to increase the speed of the armature coil shaft. The generating set (turbine) consists of the following parts namely twelve turbine Blades (flat type), a supporting frame/ trust, a drive gear with 10 teeth and a driven gear with 140 teeth, a Pulley, a Connecting belt (Flat type), an Armature coil and a Chain belt. The blades are welded in a four feet circular rim at an angle of 35°. The upper parts of the 12 blades are fixed in the circular rim that is four inches in width and the lower part of the turbine is fixed in an axle. A chain is fitted to the turbine axle and the drive gear. A lever mechanism is used to control the generation of the power by disengaging the driven gear where the shaft is coupled. A pump with a guide blade is used for irrigation. The driven gear with the help of a flat belt gives the required rotation of the pump for pumping water. Advantages The novelty lies in its portability and the fact that there is no need for a dam. Economically it is a better bet as construction and installation cost is minimal at Rs.8000, as compared to hydroelectric, steam, or any other power plant where even a micro hydel generator costs at least Rs.40,000. The maintenance cost is also quite low compared to the conventional hydroelectric power plant. Its efficiency is greater than 50%. It can be set up anywhere be it plains or mountains. And of the greatest importance is the fact that the turbine has a very high potential in rural areas where electric power supply is not available. NIF has filed a patent for the zero head water turbine.",,,,,,,,,,,,,,,7.0,,,,,affordable energy,energy,techonology,water,,26.1275551,91.2998715,file: img-527,,,,,,,,,India,rb_asia_pacific,,
Thu Jun 02 2022 09:36:28 GMT+0000 (Coordinated Universal Time),Thu Jun 02 2022 09:36:28,4963,Wind,,Low cost wind mill for water pumping,Honey Bee Network (India),Contributor 325,"The use of windmills is one of the oldest methods of harnessing energy from wind to pump water. However, the majority of the windmills available in the market are Aerodynamic windmills. These types of windmills require a high cut-in speed (the minimum wind speed requires for starting is about 5 to 7 km/hr) and this is a major limitation for the majority of the Indian geographical area except the coastal area. They also require high maintenance and are very expensive. This windmill has a unique design. It is working on aerodynamic principles but it is a Drag Type of low-height windmill for lifting groundwater. It starts at a very low wind speed (i.e. about 8 to 10 km/ hr), is very easy to use and maintain, and is cheap compared to the conventional windmill.",,,,,,,,,,,,,,,7.0,,,,,affordable energy,clean energy,design,windpower,wind,27.4844597,94.9019447,file: img-470,,,,,,,,,India,rb_asia_pacific,,
Fri Jun 03 2022 05:57:08 GMT+0000 (Coordinated Universal Time),Fri Jun 03 2022 05:57:08,4985,Household application,x,"Modified Wood Stove, innovative windmill and other devices",Honey Bee Network (India),Contributor 326,"Among various innovations of his, only one dealing with cooking stove is taken up for elaboration. Stoves having three chambers connected in parallel are available in art; Astra stove (Jagdish K.S.2004, The development and dissemination of efficient domestic cook stoves and other devices in Karnataka Current Science 87(7):pp. 926-931). But these chambers are connected horizontally.In this case, the stove consists of two chambers, each with a burner for cooking, and a geyser for heating water. Both burners can be used simultaneously, saving time and using the heat effectively. The heating chambers are oriented at different levels in order to be able to completely utilise the heat energy produced connected to a chimney, which provides part of the draft.Inside the main chamber, mud has been used as insulating material to retain the heat. There are air vents on the sides of the first chamber to allow cooling of stove so that it is not too hot to touch for the women/men using it.Bharatbhai is working further on the stove and wants to add another chamber (which can be utilized for steam cooking). He wants to fine tune its thermal effeciency, reduceassembly?s weight and cost by making stove body with GI sheet. He envisages building versions with different burner attachments.While he has sold more than three-dozen units of the current model locally, he is planning to launch commercial versions having two burners with geyser and one burner with geyser. This product may have considerable social impact and commercial potential.",,,,,,,,,,,,,,,7.0,,,,,clean cooking,clean energy,cooking,wood stove,,21.5174104,70.4642754,file: img-536,,,,,,,,,India,rb_asia_pacific,,
Fri Jun 03 2022 06:25:51 GMT+0000 (Coordinated Universal Time),Fri Jun 03 2022 06:25:51,4990,Household application,x,Modified Stove with Kerosene Heating,Honey Bee Network (India),Contributor 327,"The Innovator has studied up to the 8th standard. He is married and has four sons and a daughter. His sons are studying in school and his daughter has completed her B.A. He owns a house and a shop in Pilibhit. A stove repairing mechanic, he earns his livelihood mainly through the business of manufacturing furnace stoves. He earns Rs. 36000 per annum. He also has a keen interest in painting. Genesis He got the inspiration for developing the innovation by observing the kerosene lantern, which is widely used in villages. He faced a lot of difficulties in procuring the raw materials for developing the innovation and arranging finances. Niranjan Prasad admits that in his pursuit of developing this stove, he was neither helped by his family nor anyone else. It was his own strong determination that kept him going. At the same time, he remembers with gratitude the help given by the Bank Manager of Bank of Baroda, Pilibhit. Niranjan is quite interested in starting a business of his own with this innovation for which he expects the initial investment to be around two lakhs rupees. This stove is based on the principle of kerosene atomization. The key concept is that of pre-heating the kerosene flowing in from the cylinder thereby converting it into gaseous form. It is then fed into the burner to give a clear blue flame without any smoke, sound or deposition of carbonaceous soot on the cooking vessel. The heating is achieved through a delivery pipe fitted above the flame. NIF in coordination with the GIANs has sanctioned an amount of Rs. 37, 250 from its Micro Venture Incubation Fund for prototype development for market research for the improved kerosene stove and three other innovations. Advantages This innovation enables higher combustion of kerosene. It consumes 25% less kerosene and burns with a blue flame thus eliminating smoke. In addition as no soot deposits on the bottom of the cooking vessel it removes the drudgery of cleaning the soot filled cooking vessels. Scientific bent of mind… From his early childhood, Niranjan had a keen interest towards science. His foray into innovations included tinkering with several useful devices such as kerosene gas burner, dosa maker, diesel burner as well as small machinery like combustion engines, valves, pistons etc. This kerosene gas burner consumes 200 ml oil per hour. It is less noisy and due to the presence of rotating burners, there is less accumulation of carbon. The dosa burner's plate is made of copper and has eight pores in it. It shows less deposition of carbon and burns with a blue flame. The diesel burner utilizes both water and diesel. A special chamber is made over the burner, from the corner of which passes a small pipe which is used for pouring drops of water over the plate. The water is poured onto it drop by drop and it liberates more energy in the form of steam. Apart from the above innovations, he has also designed a diesel furnace, a snack dryer and a heavy-duty cloth dryer.",,,,,,,x,,,,,,,,7.0,,,,,clean cooking,clean energy,energy efficent,stove,,28.6908066,79.8310725,file: img-384,,,,,,,,,India,rb_asia_pacific,,product
Fri Jun 03 2022 06:44:19 GMT+0000 (Coordinated Universal Time),Fri Jun 03 2022 06:44:19,4993,Household application,x,Emoinu Stove,Honey Bee Network (India),Contributor 328,"The stove addresses the problem of lesser heat production from other available charcoal stove and uses readily available Paddy husk thus reducing the operational cost. The stove also helps areas where the products need to be kept warm for long hours. It is a cylindrical stove, which a perforated charcoal chamber inside. There is gap of 3-5 inches gap, depending on the size of the stove, between the out encasing wall and the perforated cylindrical chamber inside",,,,,,,x,x,,7,,,,,7.0,,,,,clean cooking,clean energy,design,stove,,24.7991162,93.9364419,file: img-27,,,,,,,,,India,rb_asia_pacific,7.0,product
Fri Jun 03 2022 10:03:10 GMT+0000 (Coordinated Universal Time),Fri Jun 03 2022 10:03:10,4999,Household application,x,Cooking cum drying stove,Honey Bee Network (India),Contributor 329,"This is a wood charcoal-fuelled cooking stove with several drying trays below the gas top, to dry various food items. The stove is a self-standing one, which also serves as doubling as a workplace having a work platform at a height of 75 cm from the ground and measuring around 60 cm x 90 cm. Two cooking stoves have been provided at the top and a third one for drying purposes at the bottom in the center. The stove emits very less smoke and also dries the food items effectively. As the entire system is made in galvanized sheet metal/aluminum, upon use it gets warm and dissipates the heat to the surrounding, keeping the room warm as well. The stove has been tested at IIIT, Manipur, Imphal where the system was found to be more efficient than available charcoal burning chulha. This is possible because the air used to burn the charcoal comes through the enclosed box, where it gets preheated. So some part of waste heat gets recovered and hence the efficiency of the cooking stove cum dryer is about 10 % more than the conventional system. The air intake to the stove is regulated through a proper vent system and depending upon the type of food cooked can enhance the fire or reduce the burning of the fuel. For ease of circulation, a small fan has also been incorporated into the system. IIT Manipur has suggested modifications to the cooking stove cum dryer to make it more efficient and user-friendly. Over the years Deben Singh has participated in and displayed his stoves and dryers in several exhibitions and fairs at state, regional, and national levels. He has also received several awards for his contribution to the development of useful technologies and skill development. Recently, the Department of Commerce and Industries, Govt. of Manipur has allotted him a permanent work shed at an Industrial Area in Imphal where he would now get an uninterrupted power supply, which will help him scale up his production. NIF has also supported him through its business development grant and recently through the Micro Venture Innovation Fund (MVIF) for scaling up his business. Their rights to his Innovative fish dryer and Emoinu stove have also been acquired under Grassroots Technological Innovation Acquisition Fund (GTIAF) by NIF for wider diffusion. Deben Singh is also planning to impart skill development training to interested local youth so that they can work with him or start their enterprise.",,,,x,,,x,x,,7,,,,,7.0,,,,,clean cooking,clean energy,design,stove,,24.6267287,93.7600454,file: img-78,,,,,,,,,India,rb_asia_pacific,7.0,product
Thu Jun 09 2022 06:59:51 GMT+0000 (Coordinated Universal Time),Thu Jun 09 2022 06:59:51,5052,Wind,,Compressed air engine technologies khan,Honey Bee Network (India),Contributor 330,"Compressed air engines use the energy of compressed air to do useful work. Various grassroots innovators from different parts of the country have approached the problem of non-renewable energy in their own way. They have independently conceived and worked on the concept of compressing air and using it to run engines. Some have operated scooters and motorcycles, some others four-wheelers while some only have a proof of concept. No matter what stage the technology may be in, it shows that the grassroots people do not suffer disadvantage when it comes to imagining the technologies of the future.",,,,,,,,,,,,,,,7.0,,,,,energy,renewable energy,,,,27.1303344,80.859666,,,,,,,,,,India,rb_asia_pacific,,
Thu Jun 09 2022 07:21:51 GMT+0000 (Coordinated Universal Time),Thu Jun 09 2022 07:21:51,5053,Household application,,Mitti Cool Refrigerator,Honey Bee Network (India),Contributor 331,"The Innovator has developed a small size natural refrigerator from clay material to store the perishable foods like vegetables, fruits, milk, etc and also for cooling water. It does not require any external source of energy for giving a cooling effect. He introduces the natural refrigerator as a ""Mitti Cool"" as totally made up from clay. It has two large water tanks at the top and bottom that cool the sides in the same manner as clay pots, keep water cool in summer. The upper portion of the refrigerator can store about 20 L water, while the bottom cabinet has separate space for storing fruits, vegetables and milk. The natural cooling process inside the refrigerator can keep vegetables and fruits fresh for around 6-7 days, while milk can be preserved for 3 days. A small plastic door having a magnetic lock is also provided to cover it from the front side. The overall dimension of the unit is 16.5 (length) X 13.5 (width) X 26.5 (height) inch and the total weight is 50 kg. The whole unit is painted in red colour for a better look. The internal storage capacity is around 50 L. Christened mud is prepared by mixing different types of materials like clay, grok, talcum powder, silicate and soda ash; and poured into the mould made of Plaster of Paris and exposed to sunlight. When it becomes dry mould is removed and the body is kept in a furnace at 700 °C for baking. The baked body is painted with red colour. For manufacturing one unit 7 days are required. Through the bottom layer of the upper chamber, small droplets of water continuously percolate below the bottom of first shelves which keep inner climate moist/wet permanently. Water evaporates through side walls also provides a cooling effect and reduces the inside temperature and thereby provides a cooling effect inside the unit. Apart from saving electricity bill, the new device also preserves the original taste of fruits and vegetables. It gives higher cooling in a dry climate compared to a humid climate. It takes about 12 h to get a cooling effect when using the first time. About 20 L of water, 5 kg of vegetables/fruits and 5 L of milk can be kept inside the refrigerator. It can lower the temperature by about 8 °C in comparison to the room temperature. It has been validated at KVK, Chas wad, Bharuch and found effectively working. The temperature in Mitti Cool is 4-5 °C lower than room temperature. The shelf life of coriander was found increased up to 4 days against 1.5-2 days at room temperature. The shelf life of brinjal, chilly & okra is 3-4 days in room temperature, which was found to be increased up to 6-7, 4-5 and 5-6 days respectively.",,,x,x,,,x,x,,9,,,,,7.0,,,,,clean energy,design,water,,,22.8176662,70.8345928,file: img-137,,,,,,,,,India,rb_asia_pacific,9.0,product
Thu Jun 09 2022 07:27:44 GMT+0000 (Coordinated Universal Time),Thu Jun 09 2022 07:27:44,5054,Hydro,,Turbinator (Turbine Generator),Honey Bee Network (India),Contributor 332,"The Innovator  has developed a smart turbinator (Turbine Generator) for the rural farmers in the plains where water flows in the farm irrigation channel flow at a lower level than the fields. Technical details The innovation relates to hydroelectric generation and harnessing the potential energy of slow-moving water mass to pump water to a higher level. The turbinator consists of a spiral hydrofoil over a conical head and is connected to the electric generator/water pump via a general shaft where motion is transferred. The hydrofoil works on the principle of turbine dynamics, where flowing water hits the foil, it causes the spiral to shift on its axis continuously as long as the flow present. The design of hydrofoil fixed to the external sphere of the conical head allows the slow-moving water body to maximize the head from tip to bottom which reacts to the mass displacement as well as the spiral foils blocking the flow, so this gives the hydrofoil to harness maximum power from the water flow even at very low speeds. The turbinator will require a water body of 2 cusecs of flow. The turbinators are of two types: Submersible and Flooding type. Performance According to the innovator, the turbinators are smart generators that can generate 0.5 to 1 KW of electricity and pump 10 to 15 L of water per minute. Benefits The portable device (turbinator) can be installed and used in rural and interior areas where electricity is irregular/unavailable with zero/nil running cost to the user. It is environment-friendly. Turbinator does not require site works like dams, channels, flood check valves, etc. It is consist of a permanent magnet generator so it does not require regular maintenance. It is made locally available so it is inexpensive.",,,,,,,,,,,,,,,7.0,,,,,clean energy,hydroponic farming,water conservation,turbine,,26.08333,94.5,,,,,,,,,,India,rb_asia_pacific,,
Thu Jun 09 2022 08:12:26 GMT+0000 (Coordinated Universal Time),Thu Jun 09 2022 08:12:26,5055,Solar,,Solar Sprayer,Honey Bee Network (India),Contributor 333,"The Innovator comes up with the solar energy operated sprayer. The solar sprayer consists of DC motor, nozzles, vacuum chamber, hose pipe, tin container, solar panel and battery. The motor is linked with a fan-like structure which creates vacuum when it rotates. Two check valves are provided on both sides of the vacuum creating body. Working The solar panel receives the sunlight and converts it into electricity through the photovoltaic cell. The generated electricity is being stored in a battery, which supplies electricity to DC motor. The fan inside the vacuum chamber is creating a vacuum. This vacuum sucks the pesticide solution from the container and forces it into the spraying nozzle. The solution is pushed into the nozzle through a one-way check valve. The solution is continuously forced until sufficient pressure is developed in the nozzle. The nozzle lock is opened because of sufficient force and spread the solution in the form of spraying. The motor continuously creates the suction and maintains the spraying pressure. Benefits The sprayer is easy to operate and involves one man for the spraying purpose. It is a pollution-free and alternative energy source.",,,,,,,,,,,,,,,7.0,,,,,reneweable energy,design,solar energy,sustainable agriculture,,33.7368773,75.1455138,,,,,,,,,,India,rb_asia_pacific,,
